Órgão UGE Código;Órgão UGE Nome;Dia Lançamento;Item Informação;Saldo R$ (Item Informação)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;15/08/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(546.723,65)
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;15/08/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(195.912,10)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;15/08/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);1.342.205,39
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;15/08/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(1.252.267,21)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;15/08/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(3.424.831,18)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;15/08/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(4.008.210,09)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;15/08/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(107.596,98)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;15/08/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(350.839,17)
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;15/08/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);3.669.731,41
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;15/08/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(1.316,56)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;15/08/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(28.900,07)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;15/08/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);461.914,23
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;15/08/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(1.317.367,65)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;15/08/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);5.474.544,36
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;15/08/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(332.999,73)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;15/08/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);1.340,71
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;15/08/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);811.701,47
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;15/08/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(29.068,91)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;15/08/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(1.265.294,27)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;15/08/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);11.630.859,16
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;15/08/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);704.627,94
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;15/08/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(26.192.928,83)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;15/08/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);29.873,77
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;15/08/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);1.445.322,67
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;15/08/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);757.608,36
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;15/08/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(343.721,22)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;15/09/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(3.656.591,27)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;15/09/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(1.253.008,14)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;15/09/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(48.635,26)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;15/09/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);306.784,35
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;15/09/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(1.043.620,89)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;15/09/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);1.090.998,05
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;15/09/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);125.601,94
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;15/09/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(76.951,78)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;15/09/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);6.251.060,38
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;15/09/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);3.466,99
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;15/09/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(438.272,13)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;15/09/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(241.282,46)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;15/09/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(369.256,99)
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;15/09/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(2.746.829,92)
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;15/09/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);40.499.644,50
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;15/09/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);242,47
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;15/09/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(81.054,29)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;15/11/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);6.322,98
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;15/11/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);6.322,98
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;15/11/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);464.812,50
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;15/11/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);464.812,50
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;15/11/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);2.400,00
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;15/11/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);842,00
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;15/11/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);8.239,09
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;15/11/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);54.503,17
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;15/11/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);54.503,17
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;15/12/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);1.035.469,55
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;15/12/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(333.778,67)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;15/12/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);541.379,05
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;15/12/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(59.058,64)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;15/12/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);1.300.000,00
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;15/12/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(254,15)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;15/12/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);3.443.787,27
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;15/12/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);4.051.184,82
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;15/12/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);227.201,07
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;15/12/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(3.534.340,24)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;15/12/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(181.384,98)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;15/12/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(249.341,85)
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;15/12/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(2.253.306,45)
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;15/12/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(2.045.402,50)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;15/12/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);754.017,69
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;15/12/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(65.788,94)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;16/01/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(1.129.723,27)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;16/01/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);707.868,58
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;16/01/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(224.294,41)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;16/01/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);3.458.275,89
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;16/01/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);25.803,05
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;16/01/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);1.323.280,72
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;16/01/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);1.999.783,34
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;16/01/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);2.135.700,66
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;16/01/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);4.928.039,35
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;16/01/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);633.071,47
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;16/01/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(13.165.936,01)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;16/01/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);159.721,62
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;16/01/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);84.735,03
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;16/01/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);1.710.107,34
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;16/01/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(150.040,71)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;16/01/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);37.668,44
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;16/01/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(21.616,55)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;16/01/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);403.812,73
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;16/01/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);132.786,15
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;16/01/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(153.384,91)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;16/01/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);1.022.932,17
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;16/01/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(1.377.583,32)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;16/01/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);761.554,56
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;16/01/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(221.328,97)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;16/01/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(519.683,52)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;16/01/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(104.025,50)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;16/01/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);63.285,24
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;16/01/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(496.836,99)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;16/01/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);30.085,21
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;16/01/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(605.211,32)
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;16/01/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);2.329.207,28
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;16/01/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(1.084.200,00)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;16/01/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(145.551,17)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;16/01/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(474.787,77)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;16/02/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(2.652.611,66)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;16/02/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);235.907,78
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;16/02/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(876.047,91)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;16/02/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(569.654,89)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;16/02/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);26.807,47
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;16/02/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);40.603.294,23
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;16/02/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(560,50)
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;16/02/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);187.308,95
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;16/02/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(1.658.421,04)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;16/02/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(1.165.381,31)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;16/02/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);288.649,00
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;16/02/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(21.874.734,13)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;16/02/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);22.001,36
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;16/02/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(20.621,23)
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;16/02/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);2.555.690,34
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;16/02/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);11.810.767,05
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;16/02/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(31.203,61)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;16/02/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(362.377,53)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;16/02/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);184.520,72
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;16/02/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);200.721,70
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;16/02/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);318.732,69
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;16/02/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(518.024,80)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;16/02/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(508.864,85)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;16/02/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(224.005,38)
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;16/02/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(30.462,13)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;16/02/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(256.896,69)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;16/02/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(461.158,51)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;16/02/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);83.522,93
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;16/02/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(76.020.607,60)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;16/02/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);1.405.182,61
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;16/02/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(2.578.398,00)
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;16/02/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(2.578.398,00)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;16/02/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);39.937,23
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;16/02/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);151.265,98
41903;FUNDO P/O DESENV.TECNOL.DAS TELECOMUNICACOES;16/02/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(120.555,42)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;16/03/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);365.406,11
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;16/03/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(2.317.273,36)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;16/03/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(5.864.106,57)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;16/03/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(141.470,43)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;16/03/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(512.779,24)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;16/03/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);40.038.944,78
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;16/03/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(880.924,00)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;16/03/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(262.988,52)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;16/03/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(1.094.446,81)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;16/03/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);202.027,86
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;16/03/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(1.442.314,20)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;16/03/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);671.423,55
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;16/03/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(2.269.664,59)
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;16/03/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(2.269.664,59)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;16/03/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(956,08)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;16/03/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(91.180,28)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;16/03/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(1.543.694,31)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;16/03/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(2.073.099,81)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;16/03/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(4.104.539,36)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;16/03/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);1.326.046,56
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;16/03/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(101.930,68)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;16/03/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);45.451.026,57
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;16/03/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(2.852,05)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;16/03/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(462.301,15)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;16/03/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(4.056.802,95)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;16/03/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(60.888,62)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;16/03/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(12.432.690,28)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;16/03/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(3.614,23)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;16/03/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(185.887,24)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;16/03/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(18.444,52)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;16/03/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);26.439,18
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;16/04/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);467.828,99
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;16/04/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);1.267.407,78
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;16/04/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(36.190,56)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;16/04/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(15.641.838,93)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;16/04/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);236.441,27
